,Year,Laureate_Id_x,Firstname_x,Lastname_x,Category,Prize_Share,Motivation,Name_key,Laureate_Id_y,Firstname_y,Lastname_y,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
732,2001,736,Tim,Hunt,medicine,3,"""for their discoveries of key regulators of the cell cycle""",Tim Hunt,736,Tim,Hunt,male,19/02/1943,United Kingdom,Neston,GB,0000-00-00,,,,Imperial Cancer Research Fund,London,United Kingdom
733,2001,735,Leland,Hartwell,medicine,3,"""for their discoveries of key regulators of the cell cycle""",Leland Hartwell,735,Leland,Hartwell,male,30/10/1939,USA,Los Angeles CA,US,0000-00-00,,,,Fred Hutchinson Cancer Research Center,Seattle WA,USA
734,2002,762,Jimmy,Carter,peace,1,"""for his decades of untiring effort to find peaceful solutions to international conflicts to advance democracy and human rights and to promote economic and social development""",Jimmy Carter,762,Jimmy,Carter,male,01/10/1924,USA,Plains GA,US,0000-00-00,,,,,,
735,2002,761,Imre,Kertész,literature,1,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",Imre Kertész,761,Imre,Kertész,male,09/11/1929,Hungary,Budapest,HU,31/03/2016,Hungary,Budapest,HU,,,
736,2002,759,Daniel,Kahneman,economics,2,"""for having integrated insights from psychological research into economic science especially concerning human judgment and decision-making under uncertainty""",Daniel Kahneman,759,Daniel,Kahneman,male,05/03/1934,British Mandate of Palestine (now Israel),Tel Aviv,IL,0000-00-00,,,,Princeton University,Princeton NJ,USA
737,2002,758,Kurt,Wüthrich,chemistry,2,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",Kurt Wüthrich,758,Kurt,Wüthrich,male,04/10/1938,Switzerland,Aarberg,CH,0000-00-00,,,,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
738,2002,757,Koichi,Tanaka,chemistry,4,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",Koichi Tanaka,757,Koichi,Tanaka,male,03/08/1959,Japan,Toyama City,JP,0000-00-00,,,,Shimadzu Corp.,Kyoto,Japan
739,2002,756,John B.,Fenn,chemistry,4,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",John B. Fenn,756,John B.,Fenn,male,15/06/1917,USA,New York NY,US,10/12/2010,USA,Richmond VA,US,Virginia Commonwealth University,Richmond VA,USA
740,2002,760,Vernon L.,Smith,economics,2,"""for having established laboratory experiments as a tool in empirical economic analysis especially in the study of alternative market mechanisms""",Vernon L. Smith,760,Vernon L.,Smith,male,01/01/1927,USA,Wichita KS,US,0000-00-00,,,,George Mason University,Fairfax VA,USA
741,2002,754,Masatoshi,Koshiba,physics,4,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",Masatoshi Koshiba,754,Masatoshi,Koshiba,male,19/09/1926,Japan,Toyohashi,JP,12/11/2020,Japan,Tokyo,JP,University of Tokyo,Tokyo,Japan
742,2002,753,Raymond,Davis Jr.,physics,4,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",Raymond Davis Jr.,753,Raymond,Davis Jr.,male,14/10/1914,USA,Washington D.C.,US,31/05/2006,USA,Blue Point NY,US,University of Pennsylvania,Philadelphia PA,USA
743,2002,752,John E.,Sulston,medicine,3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",John E. Sulston,752,John E.,Sulston,male,27/03/1942,United Kingdom,Cambridge,GB,06/03/2018,United Kingdom,Stapleford Cambridgeshire,GB,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom
744,2002,751,H. Robert,Horvitz,medicine,3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",H. Robert Horvitz,751,H. Robert,Horvitz,male,08/05/1947,USA,Chicago IL,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
745,2002,750,Sydney,Brenner,medicine,3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",Sydney Brenner,750,Sydney,Brenner,male,13/01/1927,South Africa,Germiston,ZA,05/04/2019,Singapore,,SG,The Molecular Sciences Institute,Berkeley CA,USA
746,2002,755,Riccardo,Giacconi,physics,2,"""for pioneering contributions to astrophysics which have led to the discovery of cosmic X-ray sources""",Riccardo Giacconi,755,Riccardo,Giacconi,male,06/10/1931,Italy,Genoa,IT,16/12/2018,USA,La Jolla CA,US,Associated Universities Inc.,Washington D.C.,USA
747,2003,773,Shirin,Ebadi,peace,1,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",Shirin Ebadi,773,Shirin,Ebadi,female,21/06/1947,Iran,Hamadan,IR,0000-00-00,,,,,,
748,2003,772,Clive W.J.,Granger,economics,2,"""for methods of analyzing economic time series with common trends (cointegration)""",Clive W.J. Granger,772,Clive W.J.,Granger,male,04/09/1934,United Kingdom,Swansea,GB,27/05/2009,USA,San Diego CA,US,University of California,San Diego CA,USA
749,2003,771,Robert F.,Engle III,economics,2,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",Robert F. Engle III,771,Robert F.,Engle III,male,10/11/1942,USA,Syracuse NY,US,0000-00-00,,,,New York University,New York NY,USA
750,2003,770,Roderick,MacKinnon,chemistry,2,"""for structural and mechanistic studies of ion channels""",Roderick MacKinnon,770,Roderick,MacKinnon,male,19/02/1956,USA,Burlington MA,US,0000-00-00,,,,Rockefeller University,New York NY,USA
751,2003,769,Peter,Agre,chemistry,2,"""for the discovery of water channels""",Peter Agre,769,Peter,Agre,male,30/01/1949,USA,Northfield MN,US,0000-00-00,,,,Johns Hopkins University School of Medicine,Baltimore MD,USA
752,2003,768,Anthony J.,Leggett,physics,3,"""for pioneering contributions to the theory of superconductors and superfluids""",Anthony J. Leggett,768,Anthony J.,Leggett,male,26/03/1938,United Kingdom,London,GB,0000-00-00,,,,University of Illinois,Urbana IL,USA
753,2003,767,Vitaly L.,Ginzburg,physics,3,"""for pioneering contributions to the theory of superconductors and superfluids""",Vitaly L. Ginzburg,767,Vitaly L.,Ginzburg,male,04/10/1916,Russia,Moscow,RU,08/11/2009,,,,P.N. Lebedev Physical Institute,Moscow,Russia
754,2003,765,Sir Peter,Mansfield,medicine,2,"""for their discoveries concerning magnetic resonance imaging""",Sir Peter Mansfield,765,Sir Peter,Mansfield,male,09/10/1933,United Kingdom,London,GB,08/02/2017,,,,University of Nottingham School of Physics and Astronomy,Nottingham,United Kingdom
755,2003,764,Paul C.,Lauterbur,medicine,2,"""for their discoveries concerning magnetic resonance imaging""",Paul C. Lauterbur,764,Paul C.,Lauterbur,male,06/05/1929,USA,Sidney OH,US,27/03/2007,USA,Urbana IL,US,University of Illinois,Urbana IL,USA
756,2003,763,J. M.,Coetzee,literature,1,"""who in innumerable guises portrays the surprising involvement of the outsider""",J. M. Coetzee,763,J. M.,Coetzee,male,09/02/1940,South Africa,Cape Town,ZA,0000-00-00,,,,,,
757,2003,766,Alexei,Abrikosov,physics,3,"""for pioneering contributions to the theory of superconductors and superfluids""",Alexei Abrikosov,766,Alexei,Abrikosov,male,25/06/1928,USSR (now Russia),Moscow,RU,29/03/2017,,,,Argonne National Laboratory,Argonne IL,USA
758,2004,787,Edward C.,Prescott,economics,2,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",Edward C. Prescott,787,Edward C.,Prescott,male,26/12/1940,USA,Glens Falls NY,US,06/11/2022,USA,Paradise Valley AZ,US,Arizona State University,Tempe AZ,USA
759,2004,781,Irwin,Rose,chemistry,3,"""for the discovery of ubiquitin-mediated protein degradation""",Irwin Rose,781,Irwin,Rose,male,16/07/1926,USA,Brooklyn NY,US,03/06/2015,USA,Deerfield MA,US,University of California,Irvine CA,USA
760,2004,786,Finn E.,Kydland,economics,2,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",Finn E. Kydland,786,Finn E.,Kydland,male,01/12/1943,Norway,Gjesdal,NO,0000-00-00,,,,Carnegie Mellon University,Pittsburgh PA,USA
761,2004,783,Wangari,Maathai,peace,1,"""for her contribution to sustainable development democracy and peace""",Wangari Maathai,783,Wangari,Maathai,female,01/04/1940,Kenya,Nyeri,KE,25/09/2011,Kenya,Nairobi,KE,,,
762,2004,782,Elfriede,Jelinek,literature,1,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",Elfriede Jelinek,782,Elfriede,Jelinek,female,20/10/1946,Austria,Mürzzuschlag,AT,0000-00-00,,,,,,
763,2004,780,Avram,Hershko,chemistry,3,"""for the discovery of ubiquitin-mediated protein degradation""",Avram Hershko,780,Avram,Hershko,male,31/12/1937,Hungary,Karcag,HU,0000-00-00,,,,Technion - Israel Institute of Technology,Haifa,Israel
764,2004,776,David J.,Gross,physics,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",David J. Gross,776,David J.,Gross,male,19/02/1941,USA,Washington D.C.,US,0000-00-00,,,,University of California Kavli Institute for Theoretical Physics,Santa Barbara CA,USA
765,2004,778,Frank,Wilczek,physics,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",Frank Wilczek,778,Frank,Wilczek,male,15/05/1951,USA,New York NY,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
766,2004,777,H. David,Politzer,physics,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",H. David Politzer,777,H. David,Politzer,male,31/08/1949,USA,New York NY,US,0000-00-00,,,,California Institute of Technology (Caltech),Pasadena CA,USA
767,2004,775,Linda B.,Buck,medicine,2,"""for their discoveries of odorant receptors and the organization of the olfactory system""",Linda B. Buck,775,Linda B.,Buck,female,29/01/1947,USA,Seattle WA,US,0000-00-00,,,,Fred Hutchinson Cancer Research Center,Seattle WA,USA
768,2004,774,Richard,Axel,medicine,2,"""for their discoveries of odorant receptors and the organization of the olfactory system""",Richard Axel,774,Richard,Axel,male,02/07/1946,USA,New York NY,US,0000-00-00,,,,Columbia University,New York NY,USA
769,2004,779,Aaron,Ciechanover,chemistry,3,"""for the discovery of ubiquitin-mediated protein degradation""",Aaron Ciechanover,779,Aaron,Ciechanover,male,01/10/1947,British Protectorate of Palestine (now Israel),Haifa,IL,0000-00-00,,,,Technion - Israel Institute of Technology,Haifa,Israel
770,2005,801,Harold,Pinter,literature,1,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",Harold Pinter,801,Harold,Pinter,male,10/10/1930,United Kingdom,London,GB,24/12/2008,United Kingdom,London,GB,,,
771,2005,800,Thomas C.,Schelling,economics,2,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",Thomas C. Schelling,800,Thomas C.,Schelling,male,14/04/1921,USA,Oakland CA,US,13/12/2016,USA,Bethesda MD,US,University of Maryland Department of Economics and School of Public Policy,College Park MD,USA
772,2005,798,Mohamed,ElBaradei,peace,2,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",Mohamed ElBaradei,798,Mohamed,ElBaradei,male,17/06/1942,Egypt,Cairo,EG,0000-00-00,,,,,,
773,2005,797,International Atomic Energy Agency,,peace,2,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
774,2005,796,Richard R.,Schrock,chemistry,3,"""for the development of the metathesis method in organic synthesis""",Richard R. Schrock,796,Richard R.,Schrock,male,04/01/1945,USA,Berne IN,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
775,2005,795,Robert H.,Grubbs,chemistry,3,"""for the development of the metathesis method in organic synthesis""",Robert H. Grubbs,795,Robert H.,Grubbs,male,27/02/1942,USA,Possum Trot KY,US,19/12/2021,USA,Duarte CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
776,2005,799,Robert J.,Aumann,economics,2,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",Robert J. Aumann,799,Robert J.,Aumann,male,08/06/1930,Germany,Frankfurt-on-the-Main,DE,0000-00-00,,,,University of Jerusalem Center for RationalityHebrew,Jerusalem,Israel
777,2005,793,Theodor W.,Hänsch,physics,4,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",Theodor W. Hänsch,793,Theodor W.,Hänsch,male,30/10/1941,Germany,Heidelberg,DE,0000-00-00,,,,Max-Planck-Institut für Quantenoptik,Garching,Germany
778,2005,792,John L.,Hall,physics,4,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",John L. Hall,792,John L.,Hall,male,21/08/1934,USA,Denver CO,US,0000-00-00,,,,University of Colorado JILA,Boulder CO,USA
779,2005,791,Roy J.,Glauber,physics,2,"""for his contribution to the quantum theory of optical coherence""",Roy J. Glauber,791,Roy J.,Glauber,male,01/09/1925,USA,New York NY,US,26/12/2018,USA,Newton MA,US,Harvard University,Cambridge MA,USA
780,2005,790,J. Robin,Warren,medicine,2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",J. Robin Warren,790,J. Robin,Warren,male,11/06/1937,Australia,Adelaide,AU,0000-00-00,,,,,,
781,2005,789,Barry J.,Marshall,medicine,2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",Barry J. Marshall,789,Barry J.,Marshall,male,30/09/1951,Australia,Kalgoorlie,AU,0000-00-00,,,,NHMRC Helicobacter pylori Research Laboratory QEII Medical Centre,Nedlands,Australia
782,2005,794,Yves,Chauvin,chemistry,3,"""for the development of the metathesis method in organic synthesis""",Yves Chauvin,794,Yves,Chauvin,male,10/10/1930,Belgium,Menin,BE,27/01/2015,France,Tours,FR,Institut Français du Pétrole,Rueil-Malmaison,France
783,2006,810,Grameen Bank,,peace,2,"""for their efforts to create economic and social development from below""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
784,2006,809,Muhammad,Yunus,peace,2,"""for their efforts to create economic and social development from below""",Muhammad Yunus,809,Muhammad,Yunus,male,28/06/1940,British India (now Bangladesh),Chittagong,BD,0000-00-00,,,,,,
785,2006,808,Orhan,Pamuk,literature,1,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",Orhan Pamuk,808,Orhan,Pamuk,male,07/06/1952,Turkey,Istanbul,TR,0000-00-00,,,,,,
786,2006,807,Edmund S.,Phelps,economics,1,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",Edmund S. Phelps,807,Edmund S.,Phelps,male,26/07/1933,USA,Evanston IL,US,0000-00-00,,,,Columbia University,New York NY,USA
787,2006,806,Roger D.,Kornberg,chemistry,1,"""for his studies of the molecular basis of eukaryotic transcription""",Roger D. Kornberg,806,Roger D.,Kornberg,male,24/04/1947,USA,St. Louis MO,US,0000-00-00,,,,Stanford University,Stanford CA,USA
788,2006,805,George F.,Smoot,physics,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",George F. Smoot,805,George F.,Smoot,male,20/02/1945,USA,Yukon FL,US,0000-00-00,,,,University of California,Berkeley CA,USA
789,2006,803,Craig C.,Mello,medicine,2,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",Craig C. Mello,803,Craig C.,Mello,male,18/10/1960,USA,New Haven CT,US,0000-00-00,,,,University of Massachusetts Medical School,Worcester MA,USA
790,2006,802,Andrew Z.,Fire,medicine,2,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",Andrew Z. Fire,802,Andrew Z.,Fire,male,27/04/1959,USA,Stanford CA,US,0000-00-00,,,,Stanford University School of Medicine,Stanford CA,USA
791,2006,804,John C.,Mather,physics,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",John C. Mather,804,John C.,Mather,male,07/08/1946,USA,Roanoke VA,US,0000-00-00,,,,NASA Goddard Space Flight Center,Greenbelt MD,USA
792,2007,822,Roger B.,Myerson,economics,3,"""for having laid the foundations of mechanism design theory""",Roger B. Myerson,822,Roger B.,Myerson,male,29/03/1951,USA,Boston MA,US,0000-00-00,,,,University of Chicago,Chicago IL,USA
793,2007,821,Eric S.,Maskin,economics,3,"""for having laid the foundations of mechanism design theory""",Eric S. Maskin,821,Eric S.,Maskin,male,12/12/1950,USA,New York NY,US,0000-00-00,,,,Institute for Advanced Study,Princeton NJ,USA
794,2007,820,Leonid,Hurwicz,economics,3,"""for having laid the foundations of mechanism design theory""",Leonid Hurwicz,820,Leonid,Hurwicz,male,21/08/1917,Russia,Moscow,RU,24/06/2008,USA,Minneapolis MN,US,University of Minnesota,Minneapolis MN,USA
795,2007,819,Al,Gore,peace,2,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",Al Gore,819,Al,Gore,male,31/03/1948,USA,Washington D.C.,US,0000-00-00,,,,,,
796,2007,818,Intergovernmental Panel on Climate Change,,peace,2,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
797,2007,816,Gerhard,Ertl,chemistry,1,"""for his studies of chemical processes on solid surfaces""",Gerhard Ertl,816,Gerhard,Ertl,male,10/10/1936,Germany,Bad Cannstatt,DE,0000-00-00,,,,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany
798,2007,817,Doris,Lessing,literature,1,"""that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny""",Doris Lessing,817,Doris,Lessing,female,22/10/1919,Persia (now Iran),Kermanshah,IR,17/11/2013,United Kingdom,London,GB,,,
799,2007,814,Albert,Fert,physics,2,"""for the discovery of Giant Magnetoresistance""",Albert Fert,814,Albert,Fert,male,07/03/1938,France,Carcassonne,FR,0000-00-00,,,,Universit&eacute; Paris-Sud,Orsay,France
800,2007,813,Oliver,Smithies,medicine,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Oliver Smithies,813,Oliver,Smithies,male,23/06/1925,United Kingdom,Halifax,GB,10/01/2017,USA,Chapel Hill NC,US,University of North Carolina,Chapel Hill NC,USA
801,2007,812,Sir Martin J.,Evans,medicine,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Sir Martin J. Evans,812,Sir Martin J.,Evans,male,01/01/1941,United Kingdom,Stroud,GB,0000-00-00,,,,Cardiff University,Cardiff,United Kingdom
802,2007,811,Mario R.,Capecchi,medicine,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Mario R. Capecchi,811,Mario R.,Capecchi,male,06/10/1937,Italy,Verona,IT,0000-00-00,,,,University of Utah,Salt Lake City UT,USA
803,2007,815,Peter,Grünberg,physics,2,"""for the discovery of Giant Magnetoresistance""",Peter Grünberg,815,Peter,Grünberg,male,18/05/1939,Czechoslovakia (now Czech Republic),Plzen,CZ,09/04/2018,Germany,Jülich,DE,Forschungszentrum J&uuml;lich,Jülich,Germany
804,2008,833,Martti,Ahtisaari,peace,1,"""for his important efforts on several continents and over more than three decades to resolve international conflicts""",Martti Ahtisaari,833,Martti,Ahtisaari,male,23/06/1937,Finland,Viipuri (now Vyborg),FI,0000-00-00,,,,,,
805,2008,832,Jean-Marie Gustave,Le Clézio,literature,1,"""author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization""",Jean-Marie Gustave Le Clézio,832,Jean-Marie Gustave,Le Clézio,male,13/04/1940,France,Nice,FR,0000-00-00,,,,,,
806,2008,831,Roger Y.,Tsien,chemistry,3,"""for the discovery and development of the green fluorescent protein GFP""",Roger Y. Tsien,831,Roger Y.,Tsien,male,01/02/1952,USA,New York NY,US,24/08/2016,USA,Eugene OR,US,University of California,San Diego CA,USA
807,2008,830,Martin,Chalfie,chemistry,3,"""for the discovery and development of the green fluorescent protein GFP""",Martin Chalfie,830,Martin,Chalfie,male,15/01/1947,USA,Chicago IL,US,0000-00-00,,,,Columbia University,New York NY,USA
808,2008,829,Osamu,Shimomura,chemistry,3,"""for the discovery and development of the green fluorescent protein GFP""",Osamu Shimomura,829,Osamu,Shimomura,male,27/08/1928,Japan,Kyoto,JP,19/10/2018,Japan,Nagasaki,JP,Marine Biological Laboratory (MBL),Woods Hole MA,USA
809,2008,828,Toshihide,Maskawa,physics,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",Toshihide Maskawa,828,Toshihide,Maskawa,male,07/02/1940,Japan,Nagoya,JP,23/07/2021,Japan,Kyoto,JP,Kyoto Sangyo University,Kyoto,Japan
810,2008,834,Paul,Krugman,economics,1,"""for his analysis of trade patterns and location of economic activity""",Paul Krugman,834,Paul,Krugman,male,28/02/1953,USA,New York NY,US,0000-00-00,,,,Princeton University,Princeton NJ,USA
811,2008,826,Yoichiro,Nambu,physics,2,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",Yoichiro Nambu,826,Yoichiro,Nambu,male,18/01/1921,Japan,Tokyo,JP,05/07/2015,Japan,Osaka,JP,Enrico Fermi Institute University of Chicago,Chicago IL,USA
812,2008,825,Luc,Montagnier,medicine,4,"""for their discovery of human immunodeficiency virus""",Luc Montagnier,825,Luc,Montagnier,male,18/08/1932,France,Chabris,FR,08/02/2022,France,Paris,FR,World Foundation for AIDS Research and Prevention,Paris,France
813,2008,824,Françoise,Barré-Sinoussi,medicine,4,"""for their discovery of human immunodeficiency virus""",Françoise Barré-Sinoussi,824,Françoise,Barré-Sinoussi,female,30/07/1947,France,Paris,FR,0000-00-00,,,,Regulation of Retroviral Infections Unit Virology Department Institut Pasteur,Paris,France
814,2008,823,Harald,zur Hausen,medicine,2,"""for his discovery of human papilloma viruses causing cervical cancer""",Harald zur Hausen,823,Harald,zur Hausen,male,11/03/1936,Germany,Gelsenkirchen,DE,0000-00-00,,,,German Cancer Research Center,Heidelberg,Germany
815,2008,827,Makoto,Kobayashi,physics,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",Makoto Kobayashi,827,Makoto,Kobayashi,male,07/04/1944,Japan,Nagoya,JP,0000-00-00,,,,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan
816,2009,847,Oliver E.,Williamson,economics,2,"""for his analysis of economic governance especially the boundaries of the firm""",Oliver E. Williamson,847,Oliver E.,Williamson,male,27/09/1932,USA,Superior WI,US,0000-00-00,,,,University of California,Berkeley CA,USA
817,2009,846,Elinor,Ostrom,economics,2,"""for her analysis of economic governance especially the commons""",Elinor Ostrom,846,Elinor,Ostrom,female,07/08/1933,USA,Los Angeles CA,US,12/06/2012,USA,Bloomington IN,US,Indiana University,Bloomington IN,USA
818,2009,845,Barack,Obama,peace,1,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",Barack Obama,845,Barack,Obama,male,04/08/1961,USA,Honolulu HI,US,0000-00-00,,,,,,
819,2009,844,Herta,Müller,literature,1,"""who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed""",Herta Müller,844,Herta,Müller,female,17/08/1953,Romania,Nitzkydorf Banat,RO,0000-00-00,,,,,,
820,2009,843,Ada E.,Yonath,chemistry,3,"""for studies of the structure and function of the ribosome""",Ada E. Yonath,843,Ada E.,Yonath,female,22/06/1939,British Mandate of Palestine (now Israel),Jerusalem,IL,0000-00-00,,,,Weizmann Institute of Science,Rehovot,Israel
821,2009,842,Thomas A.,Steitz,chemistry,3,"""for studies of the structure and function of the ribosome""",Thomas A. Steitz,842,Thomas A.,Steitz,male,23/08/1940,USA,Milwaukee WI,US,23/08/2018,USA,Branford CT,US,Yale University,New Haven CT,USA
822,2009,841,Venkatraman,Ramakrishnan,chemistry,3,"""for studies of the structure and function of the ribosome""",Venkatraman Ramakrishnan,841,Venkatraman,Ramakrishnan,male,1952-00-00,India,Chidambaram Tamil Nadu,IN,0000-00-00,,,,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
823,2009,840,George E.,Smith,physics,4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",George E. Smith,840,George E.,Smith,male,10/05/1930,USA,White Plains NY,US,0000-00-00,,,,Bell Laboratories,Murray Hill NJ,USA
824,2009,838,Charles K.,Kao,physics,2,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",Charles K. Kao,838,Charles K.,Kao,male,04/11/1933,China,Shanghai,CN,23/09/2018,,Hong Kong,,Standard Telecommunication Laboratories,Harlow,United Kingdom
825,2009,837,Jack W.,Szostak,medicine,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Jack W. Szostak,837,Jack W.,Szostak,male,09/11/1952,United Kingdom,London,GB,0000-00-00,,,,Harvard Medical School,Boston MA,USA
826,2009,836,Carol W.,Greider,medicine,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Carol W. Greider,836,Carol W.,Greider,female,15/04/1961,USA,San Diego CA,US,0000-00-00,,,,Johns Hopkins University School of Medicine,Baltimore MD,USA
827,2009,835,Elizabeth H.,Blackburn,medicine,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Elizabeth H. Blackburn,835,Elizabeth H.,Blackburn,female,26/11/1948,Australia,Hobart Tasmania,AU,0000-00-00,,,,University of California,San Francisco CA,USA
828,2009,839,Willard S.,Boyle,physics,4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",Willard S. Boyle,839,Willard S.,Boyle,male,19/08/1924,Canada,Amherst NS,CA,07/05/2011,Canada,Truro NS,CA,Bell Laboratories,Murray Hill NJ,USA
829,2010,857,Dale T.,Mortensen,economics,3,"""for their analysis of markets with search frictions""",Dale T. Mortensen,857,Dale T.,Mortensen,male,02/02/1939,USA,Enterprise OR,US,09/01/2014,USA,Wilmette IL,US,Northwestern University,Evanston IL,USA
830,2010,854,Mario,Vargas Llosa,literature,1,"""for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat""",Mario Vargas Llosa,854,Mario,Vargas Llosa,male,28/03/1936,Peru,Arequipa,PE,0000-00-00,,,,,,
831,2010,858,Christopher A.,Pissarides,economics,3,"""for their analysis of markets with search frictions""",Christopher A. Pissarides,858,Christopher A.,Pissarides,male,20/02/1948,Cyprus,Nicosia,CY,0000-00-00,,,,London School of Economics and Political Science,London,United Kingdom
832,2010,855,Xiaobo,Liu,peace,1,"""for his long and non-violent struggle for fundamental human rights in China""",Xiaobo Liu,855,Xiaobo,Liu,male,28/12/1955,China,Changchun,CN,13/07/2017,China,Shenyang,CN,,,
833,2010,853,Akira,Suzuki,chemistry,3,"""for palladium-catalyzed cross couplings in organic synthesis""",Akira Suzuki,853,Akira,Suzuki,male,12/09/1930,Japan,Mukawa,JP,0000-00-00,,,,Hokkaido University,Sapporo,Japan
834,2010,856,Peter A.,Diamond,economics,3,"""for their analysis of markets with search frictions""",Peter A. Diamond,856,Peter A.,Diamond,male,29/04/1940,USA,New York NY,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
835,2010,851,Richard F.,Heck,chemistry,3,"""for palladium-catalyzed cross couplings in organic synthesis""",Richard F. Heck,851,Richard F.,Heck,male,15/08/1931,USA,Springfield MA,US,09/10/2015,Philippines,Manila,PH,University of Delaware,,USA
836,2010,850,Konstantin,Novoselov,physics,2,"""for groundbreaking experiments regarding the two-dimensional material graphene""",Konstantin Novoselov,850,Konstantin,Novoselov,male,23/08/1974,Russia,Nizhny Tagil,RU,0000-00-00,,,,University of Manchester,Manchester,United Kingdom
