,Year,Laureate_Id_x,Firstname_x,Lastname_x,Category,Prize_Share,Motivation,Name_key,Laureate_Id_y,Firstname_y,Lastname_y,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
512,1980,117,Val,Fitch,physics,2,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",Val Fitch,117,Val,Fitch,male,10/03/1923,USA,Merriman NE,US,05/02/2015,USA,Princeton NJ,US,Princeton University,Princeton NJ,USA
513,1980,116,James,Cronin,physics,2,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",James Cronin,116,James,Cronin,male,29/09/1931,USA,Chicago IL,US,25/08/2016,USA,St. Paul MN,US,University of Chicago,Chicago IL,USA
514,1980,657,Czeslaw,Milosz,literature,1,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",Czeslaw Milosz,657,Czeslaw,Milosz,male,30/06/1911,Russian Empire (now Lithuania),Śeteniai,LT,14/08/2004,Poland,Kraków,PL,,,
515,1980,421,George D.,Snell,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",George D. Snell,421,George D.,Snell,male,19/12/1903,USA,Bradford MA,US,06/06/1996,USA,Bar Harbor ME,US,Jackson Laboratory,Bar Harbor ME,USA
516,1981,695,James,Tobin,economics,1,"""for his analysis of financial markets and their relations to expenditure decisions employment production and prices""",James Tobin,695,James,Tobin,male,05/03/1918,USA,Champaign IL,US,11/03/2002,USA,New Haven CT,US,Yale University,New Haven CT,USA
517,1981,658,Elias,Canetti,literature,1,"""for writings marked by a broad outlook a wealth of ideas and artistic power""",Elias Canetti,658,Elias,Canetti,male,25/07/1905,Bulgaria,Ruse,BG,14/08/1994,Switzerland,Zurich,CH,,,
518,1981,423,David H.,Hubel,medicine,4,"""for their discoveries concerning information processing in the visual system""",David H. Hubel,423,David H.,Hubel,male,27/02/1926,Canada,Windsor ON,CA,22/09/2013,USA,Lincoln MA,US,Harvard Medical School,Boston MA,USA
519,1981,118,Nicolaas,Bloembergen,physics,4,"""for their contribution to the development of laser spectroscopy""",Nicolaas Bloembergen,118,Nicolaas,Bloembergen,male,11/03/1920,the Netherlands,Dordrecht,NL,05/09/2017,USA,Tucson AZ,US,Harvard University,Cambridge MA,USA
520,1981,515,Office of the United Nations High Commissioner for Refugees,,peace,1,"""for promoting the fundamental rights of refugees""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
521,1981,422,Roger W.,Sperry,medicine,2,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",Roger W. Sperry,422,Roger W.,Sperry,male,20/08/1913,USA,Hartford CT,US,17/04/1994,USA,Pasadena CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
522,1981,257,Kenichi,Fukui,chemistry,2,"""for their theories developed independently concerning the course of chemical reactions""",Kenichi Fukui,257,Kenichi,Fukui,male,04/10/1918,Japan,Nara,JP,09/01/1998,Japan,Kyoto,JP,Kyoto University,Kyoto,Japan
523,1981,258,Roald,Hoffmann,chemistry,2,"""for their theories developed independently concerning the course of chemical reactions""",Roald Hoffmann,258,Roald,Hoffmann,male,18/07/1937,Poland (now Ukraine),Zloczov,UA,0000-00-00,,,,Cornell University,Ithaca NY,USA
524,1981,424,Torsten N.,Wiesel,medicine,4,"""for their discoveries concerning information processing in the visual system""",Torsten N. Wiesel,424,Torsten N.,Wiesel,male,03/06/1924,Sweden,Uppsala,SE,0000-00-00,,,,Harvard Medical School,Boston MA,USA
525,1981,119,Arthur L.,Schawlow,physics,4,"""for their contribution to the development of laser spectroscopy""",Arthur L. Schawlow,119,Arthur L.,Schawlow,male,05/05/1921,USA,Mount Vernon NY,US,28/04/1999,USA,Palo Alto CA,US,Stanford University,Stanford CA,USA
526,1981,120,Kai M.,Siegbahn,physics,2,"""for his contribution to the development of high-resolution electron spectroscopy""",Kai M. Siegbahn,120,Kai M.,Siegbahn,male,20/04/1918,Sweden,Lund,SE,20/07/2007,Sweden,Ängelholm,SE,Uppsala University,Uppsala,Sweden
527,1982,696,George J.,Stigler,economics,1,"""for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation""",George J. Stigler,696,George J.,Stigler,male,17/01/1911,USA,Renton WA,US,01/12/1991,USA,Chicago IL,US,University of Chicago,Chicago IL,USA
528,1982,543,Alva,Myrdal,peace,2,"""for their work for disarmament and nuclear and weapon-free zones""",Alva Myrdal,543,Alva,Myrdal,female,31/01/1902,Sweden,Uppsala,SE,01/02/1986,Sweden,Stockholm,SE,,,
529,1982,659,Gabriel,García Márquez,literature,1,"""for his novels and short stories in which the fantastic and the realistic are combined in a richly composed world of imagination reflecting a continent's life and conflicts""",Gabriel García Márquez,659,Gabriel,García Márquez,male,06/03/1927,Colombia,Aracataca,CO,17/04/2014,Mexico,Mexico City,MX,,,
530,1982,427,John R.,Vane,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",John R. Vane,427,John R.,Vane,male,29/03/1927,United Kingdom,Tardebigg,GB,19/11/2004,United Kingdom,Farnborough,GB,The Wellcome Research Laboratories,Beckenham,United Kingdom
531,1982,259,Aaron,Klug,chemistry,1,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",Aaron Klug,259,Aaron,Klug,male,11/08/1926,Lithuania,Zelvas,LT,20/11/2018,,,,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
532,1982,425,Sune K.,Bergström,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",Sune K. Bergström,425,Sune K.,Bergström,male,10/01/1916,Sweden,Stockholm,SE,15/08/2004,Sweden,Stockholm,SE,Karolinska Institutet,Stockholm,Sweden
533,1982,121,Kenneth G.,Wilson,physics,1,"""for his theory for critical phenomena in connection with phase transitions""",Kenneth G. Wilson,121,Kenneth G.,Wilson,male,08/06/1936,USA,Waltham MA,US,15/06/2013,USA,Saco ME,US,Cornell University,Ithaca NY,USA
534,1982,544,Alfonso,García Robles,peace,2,"""for their work for disarmament and nuclear and weapon-free zones""",Alfonso García Robles,544,Alfonso,García Robles,male,20/03/1911,Mexico,Zamora,MX,02/09/1991,Mexico,Mexico City,MX,,,
535,1982,426,Bengt I.,Samuelsson,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",Bengt I. Samuelsson,426,Bengt I.,Samuelsson,male,21/05/1934,Sweden,Halmstad,SE,0000-00-00,,,,Karolinska Institutet,Stockholm,Sweden
536,1983,545,Lech,Walesa,peace,1,"""for non-violent struggle for free trade unions and human rights in Poland""",Lech Walesa,545,Lech,Walesa,male,29/09/1943,Poland,Popowo,PL,0000-00-00,,,,,,
537,1983,260,Henry,Taube,chemistry,1,"""for his work on the mechanisms of electron transfer reactions especially in metal complexes""",Henry Taube,260,Henry,Taube,male,30/11/1915,Canada,Neudorf,CA,16/11/2005,USA,Stanford CA,US,Stanford University,Stanford CA,USA
538,1983,428,Barbara,McClintock,medicine,1,"""for her discovery of mobile genetic elements""",Barbara McClintock,428,Barbara,McClintock,female,16/06/1902,USA,Hartford CT,US,02/09/1992,USA,Huntington NY,US,Cold Spring Harbor Laboratory,Cold Spring Harbor NY,USA
539,1983,697,Gerard,Debreu,economics,1,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",Gerard Debreu,697,Gerard,Debreu,male,04/07/1921,France,Calais,FR,31/12/2004,France,Paris,FR,University of California,Berkeley CA,USA
540,1983,660,William,Golding,literature,1,"""for his novels which with the perspicuity of realistic narrative art and the diversity and universality of myth illuminate the human condition in the world of today""",William Golding,660,William,Golding,male,19/09/1911,United Kingdom,St. Columb Minor,GB,19/06/1993,United Kingdom,Perranarworthal,GB,,,
541,1983,123,William A.,Fowler,physics,2,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",William A. Fowler,123,William A.,Fowler,male,09/08/1911,USA,Pittsburgh PA,US,14/03/1995,USA,Pasadena CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
542,1983,122,Subramanyan,Chandrasekhar,physics,2,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",Subramanyan Chandrasekhar,122,Subramanyan,Chandrasekhar,male,19/10/1910,India (now Pakistan),Lahore,PK,21/08/1995,USA,Chicago IL,US,University of Chicago,Chicago IL,USA
543,1984,429,Niels K.,Jerne,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",Niels K. Jerne,429,Niels K.,Jerne,male,23/12/1911,United Kingdom,London,GB,07/10/1994,France,Castillon-du-Gard,FR,Basel Institute for Immunology,Basel,Switzerland
544,1984,430,Georges J.F.,Köhler,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",Georges J.F. Köhler,430,Georges J.F.,Köhler,male,17/04/1946,Germany,Munich,DE,01/03/1995,Germany,Freiburg im Breisgau,DE,Basel Institute for Immunology,Basel,Switzerland
545,1984,431,César,Milstein,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",César Milstein,431,César,Milstein,male,08/10/1927,Argentina,Bahia Blanca,AR,24/03/2002,United Kingdom,Cambridge,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
546,1984,661,Jaroslav,Seifert,literature,1,"""for his poetry which endowed with freshness sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",Jaroslav Seifert,661,Jaroslav,Seifert,male,23/09/1901,Austria-Hungary (now Czech Republic),Prague,CZ,10/01/1986,Czechoslovakia (now Czech Republic),Prague,CZ,,,
547,1984,546,Desmond,Tutu,peace,1,"""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa""",Desmond Tutu,546,Desmond,Tutu,male,07/10/1931,South Africa,Klerksdorp,ZA,26/12/2021,South Africa,Cape Town,ZA,,,
548,1984,261,Bruce,Merrifield,chemistry,1,"""for his development of methodology for chemical synthesis on a solid matrix""",Bruce Merrifield,261,Bruce,Merrifield,male,15/07/1921,USA,Fort Worth TX,US,14/05/2006,USA,Cresskill NJ,US,Rockefeller University,New York NY,USA
549,1984,125,Simon,van der Meer,physics,2,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",Simon van der Meer,125,Simon,van der Meer,male,24/11/1925,the Netherlands,the Hague,NL,04/03/2011,Switzerland,Geneva,CH,CERN,Geneva,Switzerland
550,1984,124,Carlo,Rubbia,physics,2,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",Carlo Rubbia,124,Carlo,Rubbia,male,31/03/1934,Italy,Gorizia,IT,0000-00-00,,,,CERN,Geneva,Switzerland
551,1984,698,Richard,Stone,economics,1,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",Richard Stone,698,Richard,Stone,male,30/08/1913,United Kingdom,London,GB,06/12/1991,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
552,1985,547,International Physicians for the Prevention of Nuclear War,,peace,1,"""for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
553,1985,126,Klaus,von Klitzing,physics,1,"""for the discovery of the quantized Hall effect""",Klaus von Klitzing,126,Klaus,von Klitzing,male,28/06/1943,German-occupied Poland (now Poland),Schroda,PL,0000-00-00,,,,Max-Planck-Institut für Festkörperforschung,Stuttgart,Germany
554,1985,433,Joseph L.,Goldstein,medicine,2,"""for their discoveries concerning the regulation of cholesterol metabolism""",Joseph L. Goldstein,433,Joseph L.,Goldstein,male,18/04/1940,USA,Sumter SC,US,0000-00-00,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
555,1985,432,Michael S.,Brown,medicine,2,"""for their discoveries concerning the regulation of cholesterol metabolism""",Michael S. Brown,432,Michael S.,Brown,male,13/04/1941,USA,New York NY,US,0000-00-00,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
556,1985,262,Herbert A.,Hauptman,chemistry,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",Herbert A. Hauptman,262,Herbert A.,Hauptman,male,14/02/1917,USA,New York NY,US,23/10/2011,USA,Buffalo NY,US,The Medical Foundation of Buffalo,Buffalo NY,USA
557,1985,263,Jerome,Karle,chemistry,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",Jerome Karle,263,Jerome,Karle,male,18/06/1918,USA,New York NY,US,06/06/2013,USA,Annandale VA,US,US Naval Research Laboratory,Washington D.C.,USA
558,1985,662,Claude,Simon,literature,1,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",Claude Simon,662,Claude,Simon,male,10/10/1913,Madagascar,Tananarive (now Antananarivo),MG,06/07/2005,France,Paris,FR,,,
559,1985,699,Franco,Modigliani,economics,1,"""for his pioneering analyses of saving and of financial markets""",Franco Modigliani,699,Franco,Modigliani,male,18/06/1918,Italy,Rome,IT,25/09/2003,USA,Cambridge MA,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
560,1986,264,Dudley R.,Herschbach,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes""",Dudley R. Herschbach,264,Dudley R.,Herschbach,male,18/06/1932,USA,San José CA,US,0000-00-00,,,,Harvard University,Cambridge MA,USA
561,1986,266,John C.,Polanyi,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes""",John C. Polanyi,266,John C.,Polanyi,male,23/01/1929,Germany,Berlin,DE,0000-00-00,,,,University of Toronto,Toronto,Canada
562,1986,128,Gerd,Binnig,physics,4,"""for their design of the scanning tunneling microscope""",Gerd Binnig,128,Gerd,Binnig,male,20/07/1947,West Germany (now Germany),Frankfurt-on-the-Main,DE,0000-00-00,,,,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
563,1986,129,Heinrich,Rohrer,physics,4,"""for their design of the scanning tunneling microscope""",Heinrich Rohrer,129,Heinrich,Rohrer,male,06/06/1933,Switzerland,Buchs,CH,16/05/2013,Switzerland,Wollerau,CH,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
564,1986,127,Ernst,Ruska,physics,2,"""for his fundamental work in electron optics and for the design of the first electron microscope""",Ernst Ruska,127,Ernst,Ruska,male,25/12/1906,Germany,Heidelberg,DE,27/05/1988,Germany,West Berlin,DE,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany
565,1986,265,Yuan T.,Lee,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes""",Yuan T. Lee,265,Yuan T.,Lee,male,19/11/1936,Taiwan,Hsinchu,TW,0000-00-00,,,,University of California,Berkeley CA,USA
566,1986,435,Rita,Levi-Montalcini,medicine,2,"""for their discoveries of growth factors""",Rita Levi-Montalcini,435,Rita,Levi-Montalcini,female,22/04/1909,Italy,Turin,IT,30/12/2012,Italy,Rome,IT,Institute of Cell Biology of the C.N.R.,Rome,Italy
567,1986,434,Stanley,Cohen,medicine,2,"""for their discoveries of growth factors""",Stanley Cohen,434,Stanley,Cohen,male,17/11/1922,USA,Brooklyn NY,US,05/02/2020,USA,Nashville TN,US,Vanderbilt University School of Medicine,Nashville TN,USA
568,1986,548,Elie,Wiesel,peace,1,"""for being a messenger to mankind: his message is one of peace atonement and dignity""",Elie Wiesel,548,Elie,Wiesel,male,30/09/1928,Romania,Sighet,RO,02/07/2016,USA,New York NY,US,,,
569,1986,663,Wole,Soyinka,literature,1,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",Wole Soyinka,663,Wole,Soyinka,male,13/07/1934,Nigeria,Abeokuta,NG,0000-00-00,,,,,,
570,1986,700,James M.,Buchanan Jr.,economics,1,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",James M. Buchanan Jr.,700,James M.,Buchanan Jr.,male,03/10/1919,USA,Murfreesboro TN,US,09/01/2013,USA,Blacksburg VA,US,Center for Study of Public Choice,Fairfax VA,USA
571,1987,269,Charles J.,Pedersen,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",Charles J. Pedersen,269,Charles J.,Pedersen,male,03/10/1904,Korea (now South Korea),Pusan,KR,26/10/1989,USA,Salem NJ,US,Du Pont,Wilmington DE,USA
572,1987,664,Joseph,Brodsky,literature,1,"""for an all-embracing authorship imbued with clarity of thought and poetic intensity""",Joseph Brodsky,664,Joseph,Brodsky,male,24/05/1940,USSR (now Russia),Leningrad (now St. Petersburg),RU,28/01/1996,USA,New York NY,US,,,
573,1987,131,K. Alex,Müller,physics,2,"""for their important break-through in the discovery of superconductivity in ceramic materials""",K. Alex Müller,131,K. Alex,Müller,male,20/04/1927,Switzerland,Basel,CH,09/01/2023,Switzerland,Zurich,CH,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
574,1987,268,Jean-Marie,Lehn,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",Jean-Marie Lehn,268,Jean-Marie,Lehn,male,30/09/1939,France,Rosheim,FR,0000-00-00,,,,Université Louis Pasteur,Strasbourg,France
575,1987,130,J. Georg,Bednorz,physics,2,"""for their important break-through in the discovery of superconductivity in ceramic materials""",J. Georg Bednorz,130,J. Georg,Bednorz,male,16/05/1950,West Germany (now Germany),Neuenkirchen,DE,0000-00-00,,,,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
576,1987,436,Susumu,Tonegawa,medicine,1,"""for his discovery of the genetic principle for generation of antibody diversity""",Susumu Tonegawa,436,Susumu,Tonegawa,male,05/09/1939,Japan,Nagoya,JP,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
577,1987,701,Robert M.,Solow,economics,1,"""for his contributions to the theory of economic growth""",Robert M. Solow,701,Robert M.,Solow,male,23/08/1924,USA,Brooklyn NY,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
578,1987,549,Oscar,Arias Sánchez,peace,1,"""for his work for lasting peace in Central America""",Oscar Arias Sánchez,549,Oscar,Arias Sánchez,male,13/09/1940,Costa Rica,Heredia,CR,0000-00-00,,,,,,
579,1987,267,Donald J.,Cram,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",Donald J. Cram,267,Donald J.,Cram,male,22/04/1919,USA,Chester VT,US,17/06/2001,USA,Palm Desert CA,US,University of California,Los Angeles CA,USA
580,1988,550,United Nations Peacekeeping Forces,,peace,1,"""for preventing armed clashes and creating conditions for negotiations""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
581,1988,134,Jack,Steinberger,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",Jack Steinberger,134,Jack,Steinberger,male,25/05/1921,Germany,Bad Kissingen,DE,12/12/2020,Switzerland,Geneva,CH,CERN,Geneva,Switzerland
582,1988,133,Melvin,Schwartz,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",Melvin Schwartz,133,Melvin,Schwartz,male,02/11/1932,USA,New York NY,US,28/08/2006,USA,Twin Falls ID,US,Digital Pathways Inc.,Mountain View CA,USA
583,1988,132,Leon M.,Lederman,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",Leon M. Lederman,132,Leon M.,Lederman,male,15/07/1922,USA,New York NY,US,03/10/2018,USA,Rexburg ID,US,Fermi National Accelerator Laboratory,Batavia IL,USA
584,1988,439,George H.,Hitchings,medicine,3,"""for their discoveries of important principles for drug treatment""",George H. Hitchings,439,George H.,Hitchings,male,18/04/1905,USA,Hoquiam WA,US,27/02/1998,USA,Chapel Hill NC,US,Wellcome Research Laboratories,Research Triangle Park NC,USA
585,1988,272,Hartmut,Michel,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",Hartmut Michel,272,Hartmut,Michel,male,18/07/1948,West Germany (now Germany),Ludwigsburg,DE,0000-00-00,,,,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany
586,1988,271,Robert,Huber,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",Robert Huber,271,Robert,Huber,male,20/02/1937,Germany,Munich,DE,0000-00-00,,,,Max-Planck-Institut für Biochemie,Martinsried,Germany
587,1988,270,Johann,Deisenhofer,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",Johann Deisenhofer,270,Johann,Deisenhofer,male,30/09/1943,Germany,Zusamaltheim,DE,0000-00-00,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
588,1988,665,Naguib,Mahfouz,literature,1,"""who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",Naguib Mahfouz,665,Naguib,Mahfouz,male,11/12/1911,Egypt,Cairo,EG,30/08/2006,Egypt,Cairo,EG,,,
589,1988,437,Sir James W.,Black,medicine,3,"""for their discoveries of important principles for drug treatment""",Sir James W. Black,437,Sir James W.,Black,male,14/06/1924,Scotland,Uddingston,GB,21/03/2010,,,,London University King's College Hospital Medical School,London,United Kingdom
590,1988,438,Gertrude B.,Elion,medicine,3,"""for their discoveries of important principles for drug treatment""",Gertrude B. Elion,438,Gertrude B.,Elion,female,23/01/1918,USA,New York NY,US,21/02/1999,USA,Chapel Hill NC,US,Wellcome Research Laboratories,Research Triangle Park NC,USA
591,1988,702,Maurice,Allais,economics,1,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",Maurice Allais,702,Maurice,Allais,male,31/05/1911,France,Paris,FR,09/10/2010,France,Paris,FR,École Nationale Supérieur des Mines de Paris,Paris,France
592,1989,274,Thomas R.,Cech,chemistry,2,"""for their discovery of catalytic properties of RNA""",Thomas R. Cech,274,Thomas R.,Cech,male,08/12/1947,USA,Chicago IL,US,0000-00-00,,,,University of Colorado,Boulder CO,USA
593,1989,273,Sidney,Altman,chemistry,2,"""for their discovery of catalytic properties of RNA""",Sidney Altman,273,Sidney,Altman,male,07/05/1939,Canada,Montreal,CA,05/04/2022,USA,Rockleigh NJ,US,Yale University,New Haven CT,USA
594,1989,136,Hans G.,Dehmelt,physics,4,"""for the development of the ion trap technique""",Hans G. Dehmelt,136,Hans G.,Dehmelt,male,09/09/1922,Prussia (now Germany),Görlitz,DE,07/03/2017,USA,Seattle WA,US,University of Washington,Seattle WA,USA
595,1989,135,Norman F.,Ramsey,physics,2,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",Norman F. Ramsey,135,Norman F.,Ramsey,male,27/08/1915,USA,Washington D.C.,US,04/11/2011,USA,Wayland MA,US,Harvard University,Cambridge MA,USA
596,1989,440,J. Michael,Bishop,medicine,2,"""for their discovery of the cellular origin of retroviral oncogenes""",J. Michael Bishop,440,J. Michael,Bishop,male,22/02/1936,USA,York PA,US,0000-00-00,,,,University of California School of Medicine,San Francisco CA,USA
597,1989,137,Wolfgang,Paul,physics,4,"""for the development of the ion trap technique""",Wolfgang Paul,137,Wolfgang,Paul,male,10/08/1913,Germany,Lorenzkirch,DE,07/12/1993,Germany,Bonn,DE,University of Bonn,Bonn,Germany
598,1989,703,Trygve,Haavelmo,economics,1,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",Trygve Haavelmo,703,Trygve,Haavelmo,male,13/12/1911,Norway,Skedsmo,NO,26/07/1999,Norway,Oslo,NO,University of Oslo,Oslo,Norway
599,1989,666,Camilo José,Cela,literature,1,"""for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability""",Camilo José Cela,666,Camilo José,Cela,male,11/05/1916,Spain,Iria Flavia,ES,17/01/2002,Spain,Madrid,ES,,,
600,1989,551,Lhamo,Thondup,peace,1,"""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people""",Lhamo Thondup,551,Lhamo,Thondup,male,06/07/1935,Tibet (now China),Taktser,CN,0000-00-00,,,,,,
601,1989,441,Harold E.,Varmus,medicine,2,"""for their discovery of the cellular origin of retroviral oncogenes""",Harold E. Varmus,441,Harold E.,Varmus,male,18/12/1939,USA,Oceanside NY,US,0000-00-00,,,,University of California School of Medicine,San Francisco CA,USA
602,1990,667,Octavio,Paz,literature,1,"""for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity""",Octavio Paz,667,Octavio,Paz,male,31/03/1914,Mexico,Mexico City,MX,19/04/1998,Mexico,Mexico City,MX,,,
603,1990,140,Richard E.,Taylor,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",Richard E. Taylor,140,Richard E.,Taylor,male,02/11/1929,Canada,Medicine Hat Alberta,CA,22/02/2018,USA,Stanford CA,US,Stanford University,Stanford CA,USA
604,1990,139,Henry W.,Kendall,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",Henry W. Kendall,139,Henry W.,Kendall,male,09/12/1926,USA,Boston MA,US,15/02/1999,USA,Wakulla Springs State Park FL,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
605,1990,138,Jerome I.,Friedman,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",Jerome I. Friedman,138,Jerome I.,Friedman,male,28/03/1930,USA,Chicago IL,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
606,1990,704,Harry M.,Markowitz,economics,3,"""for their pioneering work in the theory of financial economics""",Harry M. Markowitz,704,Harry M.,Markowitz,male,24/08/1927,USA,Chicago IL,US,0000-00-00,,,,City University of New York,New York NY,USA
607,1990,705,Merton H.,Miller,economics,3,"""for their pioneering work in the theory of financial economics""",Merton H. Miller,705,Merton H.,Miller,male,16/05/1923,USA,Boston MA,US,03/06/2000,USA,Chicago IL,US,University of Chicago,Chicago IL,USA
608,1990,442,Joseph E.,Murray,medicine,2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",Joseph E. Murray,442,Joseph E.,Murray,male,01/04/1919,USA,Milford MA,US,26/11/2012,USA,Boston MA,US,Brigham and Women's Hospital,Boston MA,USA
609,1990,552,Mikhail,Gorbachev,peace,1,"""for the leading role he played in the radical changes in East-West relations""",Mikhail Gorbachev,552,Mikhail,Gorbachev,male,02/03/1931,USSR (now Russia),Privolnoye,RU,30/08/2022,Russia,Moscow,RU,,,
610,1990,443,E. Donnall,Thomas,medicine,2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",E. Donnall Thomas,443,E. Donnall,Thomas,male,15/03/1920,USA,Mart TX,US,20/10/2012,USA,Seattle WA,US,Fred Hutchinson Cancer Research Center,Seattle WA,USA
611,1990,706,William F.,Sharpe,economics,3,"""for their pioneering work in the theory of financial economics""",William F. Sharpe,706,William F.,Sharpe,male,16/06/1934,USA,Boston MA,US,0000-00-00,,,,Stanford University,Stanford CA,USA
612,1990,275,Elias James,Corey,chemistry,1,"""for his development of the theory and methodology of organic synthesis""",Elias James Corey,275,Elias James,Corey,male,12/07/1928,USA,Methuen MA,US,0000-00-00,,,,Harvard University,Cambridge MA,USA
613,1991,707,Ronald H.,Coase,economics,1,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",Ronald H. Coase,707,Ronald H.,Coase,male,29/12/1910,United Kingdom,Willesden,GB,02/09/2013,USA,Chicago IL,US,University of Chicago,Chicago IL,USA
614,1991,668,Nadine,Gordimer,literature,1,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",Nadine Gordimer,668,Nadine,Gordimer,female,20/11/1923,South Africa,Springs,ZA,13/07/2014,South Africa,Johannesburg,ZA,,,
